,Latitude,Longitude,Medal Ceremony?,Sport Group,Events,Datetime,Sport,Venue
49,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Heats,2021-07-24 00:30:00,Rowing,Sea Forest Waterway
50,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Heats,2021-07-24 00:30:00,Rowing,Sea Forest Waterway
51,35.60796457817903,139.8147625026683,False,Rowing,Women's Four Heats,2021-07-24 00:30:00,Rowing,Sea Forest Waterway
52,35.60796457817903,139.8147625026683,False,Rowing,Men's Four Heats,2021-07-24 00:30:00,Rowing,Sea Forest Waterway
53,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Semifinals E/F,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
54,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Semifinals E/F,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
55,35.60796457817903,139.8147625026683,False,Rowing,Men's Pair Repechage,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
56,35.60796457817903,139.8147625026683,False,Rowing,Women's Pair Repechage,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
57,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Repechages,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
58,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Repechages,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
59,35.60796457817903,139.8147625026683,False,Rowing,Men's Quadruple Sculls Repechage,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
60,35.60796457817903,139.8147625026683,False,Rowing,Women's Quadruple Sculls Repechage,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
61,35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Heats,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
62,35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Heats,2021-07-25 01:00:00,Rowing,Sea Forest Waterway
63,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Quarterfinals,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
64,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Quarterfinals,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
65,35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Semifinals,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
66,35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Semifinals,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
67,35.60796457817903,139.8147625026683,False,Rowing,Women's Four Repechage,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
68,35.60796457817903,139.8147625026683,False,Rowing,Men's Four Repechage,2021-07-26 01:00:00,Rowing,Sea Forest Waterway
69,35.60796457817903,139.8147625026683,False,Rowing,"Men's Single Sculls Semifinals C/D,Women's Single Sculls Semifinals C/D",2021-07-27 00:30:00,Rowing,Sea Forest Waterway
70,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final C,2021-07-27 00:30:00,Rowing,Sea Forest Waterway
71,35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
72,35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Final B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
73,35.60796457817903,139.8147625026683,False,Rowing,Women's Four Final B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
74,35.60796457817903,139.8147625026683,False,Rowing,Men's Four Final B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
75,35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final A,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
76,35.60796457817903,139.8147625026683,False,Rowing,Men's Double Sculls Final A,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
77,35.60796457817903,139.8147625026683,True,Rowing,Women's Double Sculls Victory Ceremony,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
78,35.60796457817903,139.8147625026683,False,Rowing,Women's Four Final A,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
79,35.60796457817903,139.8147625026683,True,Rowing,Men's Double Sculls Victory Ceremony,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
80,35.60796457817903,139.8147625026683,False,Rowing,Men's Four Finals A,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
81,35.60796457817903,139.8147625026683,True,Rowing,Women's Four Victory Ceremony,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
82,35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Repechage,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
83,35.60796457817903,139.8147625026683,True,Rowing,Men's Four Victory Ceremony,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
84,35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Repechage,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
85,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Semifinals A/B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
86,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Semifinals A/B,2021-07-28 00:30:00,Rowing,Sea Forest Waterway
87,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final F,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
88,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final F,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
89,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final E,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
90,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final E,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
91,35.60796457817903,139.8147625026683,False,Rowing,Men's Pair Final A,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
92,35.60796457817903,139.8147625026683,False,Rowing,Women's Pair Final A,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
93,35.60796457817903,139.8147625026683,True,Rowing,Men's Pair Victory Ceremony,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
94,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final A,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
95,35.60796457817903,139.8147625026683,True,Rowing,Women's Pair Victory Ceremony,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
96,35.60796457817903,139.8147625026683,False,Rowing,Lightweight,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
97,35.60796457817903,139.8147625026683,False,Rowing,Women's Double Sculls Final A,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
98,35.60796457817903,139.8147625026683,True,Rowing,Lightweight Men's Double Sculls Victory Ceremony,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
99,35.60796457817903,139.8147625026683,False,Rowing,Men's Pairs Final B,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
100,35.60796457817903,139.8147625026683,True,Rowing,Lightweight Women's Double Sculls Victory Ceremony,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
101,35.60796457817903,139.8147625026683,False,Rowing,Women's Pairs Final B,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
102,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Men's Double Sculls Final B,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
103,35.60796457817903,139.8147625026683,False,Rowing,Lightweight Women's Double Sculls Final B,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
104,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final D,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
105,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final D,2021-07-29 00:30:00,Rowing,Sea Forest Waterway
106,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final C,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
107,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final C,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
108,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final B,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
109,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final B,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
110,35.60796457817903,139.8147625026683,False,Rowing,Women's Single Sculls Final A,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
111,35.60796457817903,139.8147625026683,False,Rowing,Men's Single Sculls Final A,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
112,35.60796457817903,139.8147625026683,True,Rowing,Women's Single Sculls Victory Ceremony,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
113,35.60796457817903,139.8147625026683,False,Rowing,Women's Eight Final A,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
114,35.60796457817903,139.8147625026683,True,Rowing,Men's Single Sculls Victory Ceremony,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
115,35.60796457817903,139.8147625026683,False,Rowing,Men's Eight Final A,2021-07-30 00:45:00,Rowing,Sea Forest Waterway
116,35.65025376166539,139.82892847281852,False,Archery,Women's Individual Ranking Round,2021-07-23 01:00:00,Archery,Yumenoshima Park Archery Field
117,35.65025376166539,139.82892847281852,False,Archery,Men's Individual Ranking Round,2021-07-23 05:00:00,Archery,Yumenoshima Park Archery Field
118,35.65025376166539,139.82892847281852,False,Archery,Mixed Team 1/8 Eliminations,2021-07-24 01:30:00,Archery,Yumenoshima Park Archery Field
119,35.65025376166539,139.82892847281852,False,Archery,Mixed Team: Quarterfinals,2021-07-24 06:15:00,Archery,Yumenoshima Park Archery Field
120,35.65025376166539,139.82892847281852,False,Archery,Mixed Team: Semifinals,2021-07-24 06:15:00,Archery,Yumenoshima Park Archery Field
121,35.65025376166539,139.82892847281852,False,Archery,Mixed Team: Bronze Medal Match,2021-07-24 06:15:00,Archery,Yumenoshima Park Archery Field
122,35.65025376166539,139.82892847281852,True,Archery, Mixed Team: Gold Medal Match,2021-07-24 06:15:00,Archery,Yumenoshima Park Archery Field
123,35.65025376166539,139.82892847281852,False,Archery,Women's Team 1/8 Eliminations,2021-07-25 01:30:00,Archery,Yumenoshima Park Archery Field
124,35.65025376166539,139.82892847281852,False,Archery,Women's: Team Quarterfinals,2021-07-25 05:45:00,Archery,Yumenoshima Park Archery Field
125,35.65025376166539,139.82892847281852,False,Archery,Team Semifinals,2021-07-25 05:45:00,Archery,Yumenoshima Park Archery Field
126,35.65025376166539,139.82892847281852,False,Archery,Team Bronze Medal Match,2021-07-25 05:45:00,Archery,Yumenoshima Park Archery Field
127,35.65025376166539,139.82892847281852,True,Archery,Team Gold Medal Match,2021-07-25 05:45:00,Archery,Yumenoshima Park Archery Field
128,35.65025376166539,139.82892847281852,False,Archery,Men's Team 1/8 Eliminations,2021-07-26 01:30:00,Archery,Yumenoshima Park Archery Field
129,35.65025376166539,139.82892847281852,False,Archery,Men's Team Quarterfinals,2021-07-26 05:45:00,Archery,Yumenoshima Park Archery Field
130,35.65025376166539,139.82892847281852,False,Archery,Men's Team Semifinals,2021-07-26 05:45:00,Archery,Yumenoshima Park Archery Field
131,35.65025376166539,139.82892847281852,False,Archery,Men's Team Bronze Medal Match,2021-07-26 05:45:00,Archery,Yumenoshima Park Archery Field
132,35.65025376166539,139.82892847281852,True,Archery,Men's Team Gold Medal Match,2021-07-26 05:45:00,Archery,Yumenoshima Park Archery Field
133,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-27 01:30:00,Archery,Yumenoshima Park Archery Field
134,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-27 01:30:00,Archery,Yumenoshima Park Archery Field
135,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-27 08:00:00,Archery,Yumenoshima Park Archery Field
136,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-27 08:00:00,Archery,Yumenoshima Park Archery Field
137,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-28 01:30:00,Archery,Yumenoshima Park Archery Field
138,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-28 01:30:00,Archery,Yumenoshima Park Archery Field
139,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-28 08:00:00,Archery,Yumenoshima Park Archery Field
140,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-28 08:00:00,Archery,Yumenoshima Park Archery Field
141,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-29 01:30:00,Archery,Yumenoshima Park Archery Field
142,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-29 01:30:00,Archery,Yumenoshima Park Archery Field
143,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,2021-07-29 08:00:00,Archery,Yumenoshima Park Archery Field
144,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/32 & 1/16 Eliminations,2021-07-29 08:00:00,Archery,Yumenoshima Park Archery Field
145,35.65025376166539,139.82892847281852,False,Archery,Women's Individual 1/8 Eliminations,2021-07-30 01:30:00,Archery,Yumenoshima Park Archery Field
146,35.65025376166539,139.82892847281852,False,Archery,Women's Individual Quarterfinals,2021-07-30 06:45:00,Archery,Yumenoshima Park Archery Field
147,35.65025376166539,139.82892847281852,False,Archery,Women's Individual Semifinals,2021-07-30 06:45:00,Archery,Yumenoshima Park Archery Field
148,35.65025376166539,139.82892847281852,False,Archery,Women's Individual Bronze Medal Match,2021-07-30 06:45:00,Archery,Yumenoshima Park Archery Field
149,35.65025376166539,139.82892847281852,True,Archery,Women's Individual Gold Medal Match,2021-07-30 06:45:00,Archery,Yumenoshima Park Archery Field
150,35.65025376166539,139.82892847281852,False,Archery,Men's Individual 1/8 Eliminations,2021-07-31 01:30:00,Archery,Yumenoshima Park Archery Field
151,35.65025376166539,139.82892847281852,False,Archery,Men's Individual Quarterfinals,2021-07-31 06:45:00,Archery,Yumenoshima Park Archery Field
152,35.65025376166539,139.82892847281852,False,Archery,Men's Individual Semifinals,2021-07-31 06:45:00,Archery,Yumenoshima Park Archery Field
153,35.65025376166539,139.82892847281852,False,Archery,Men's Individual Bronze Medal Match,2021-07-31 06:45:00,Archery,Yumenoshima Park Archery Field
154,35.65025376166539,139.82892847281852,True,Archery,Men's Individual Gold Medal Match,2021-07-31 06:45:00,Archery,Yumenoshima Park Archery Field
155,35.67786383266573,139.71366292613558,False,Ceremony,-,2021-07-23 12:00:00,Opening Ceremony,Olympic Stadium
156,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Women's Qualification,2021-07-24 00:30:00,Shooting,Asaka Shooting Range
157,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Women's Finals ,2021-07-24 00:30:00,Shooting,Asaka Shooting Range
158,35.7811380207295,139.58779467064903,True,Shooting,10m Air Rifle Women's Victory Ceremony,2021-07-24 00:30:00,Shooting,Asaka Shooting Range
159,35.7811380207295,139.58779467064903,False,Shooting,10m Air Pistol Men's Qualification,2021-07-24 00:30:00,Shooting,Asaka Shooting Range
160,35.7811380207295,139.58779467064903,False,Shooting,10m Air Pistol Men's Finals,2021-07-24 00:30:00,Shooting,Asaka Shooting Range
161,35.7811380207295,139.58779467064903,False,Shooting,Skeet Women's Qualification - Day 1,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
162,35.7811380207295,139.58779467064903,False,Shooting,Skeet Men's Qualification - Day 1,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
163,35.7811380207295,139.58779467064903,False,Shooting,10m Air Pistol Women's Qualification. 10m Air Pistol Women's Finals,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
164,35.7811380207295,139.58779467064903,True,Shooting,10m Air Pistol Women's Victory Ceremony,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
165,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Men's Qualification,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
166,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Men's Finals,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
167,35.7811380207295,139.58779467064903,True,Shooting,10m Air Rifle Men's Victory Ceremony,2021-07-25 01:00:00,Shooting,Asaka Shooting Range
168,35.7811380207295,139.58779467064903,False,Shooting,Skeet Women's Qualification - Day 2,2021-07-26 01:00:00,Shooting,Asaka Shooting Range
169,35.7811380207295,139.58779467064903,False,Shooting,Skeet Men's Qualification - Day 2,2021-07-26 01:00:00,Shooting,Asaka Shooting Range
170,35.7811380207295,139.58779467064903,False,Shooting,Skeet Women's Finals,2021-07-26 01:00:00,Shooting,Asaka Shooting Range
171,35.7811380207295,139.58779467064903,False,Shooting,Skeet Men's Finals,2021-07-26 01:00:00,Shooting,Asaka Shooting Range
172,35.7811380207295,139.58779467064903,False,Shooting,10m Air Pistol Mixed Team Qualification,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
173,35.7811380207295,139.58779467064903,False,Shooting,10m Air Pistol Mixed Team Finals,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
174,35.7811380207295,139.58779467064903,True,Shooting,10m Air Pistol Mixed Team Victory Ceremony,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
175,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Mixed Team Qualification,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
176,35.7811380207295,139.58779467064903,False,Shooting,10m Air Rifle Mixed Team Finals,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
177,35.7811380207295,139.58779467064903,True,Shooting,10m Air Rifle Mixed Team Victory Ceremony,2021-07-27 01:00:00,Shooting,Asaka Shooting Range
178,35.7811380207295,139.58779467064903,False,Shooting,Trap Women's Qualification - Day 1,2021-07-28 01:00:00,Shooting,Asaka Shooting Range
179,35.7811380207295,139.58779467064903,False,Shooting,Trap Men's Qualification - Day 1,2021-07-28 01:00:00,Shooting,Asaka Shooting Range
180,35.7811380207295,139.58779467064903,False,Shooting,25m Pistol Women's Precision Stage,2021-07-29 01:00:00,Shooting,Asaka Shooting Range
181,35.7811380207295,139.58779467064903,False,Shooting,Trap Women's Qualification - Day 2,2021-07-29 01:00:00,Shooting,Asaka Shooting Range
182,35.7811380207295,139.58779467064903,False,Shooting,Trap Men's Qualification - Day 2,2021-07-29 01:00:00,Shooting,Asaka Shooting Range
183,35.7811380207295,139.58779467064903,False,Shooting,Trap Women's Finals,2021-07-29 01:00:00,Shooting,Asaka Shooting Range
184,35.7811380207295,139.58779467064903,False,Shooting,Trap Men's Finals,2021-07-29 01:00:00,Shooting,Asaka Shooting Range
185,35.7811380207295,139.58779467064903,False,Shooting,25m Pistol Women's Qualification,2021-07-30 01:00:00,Shooting,Asaka Shooting Range
186,35.7811380207295,139.58779467064903,False,Shooting,25m Pistol Women's Finals,2021-07-30 01:00:00,Shooting,Asaka Shooting Range
187,35.7811380207295,139.58779467064903,False,Shooting,Trap Mixed Team Qualification,2021-07-31 01:00:00,Shooting,Asaka Shooting Range
188,35.7811380207295,139.58779467064903,False,Shooting,Trap Mixed Team Finals,2021-07-31 01:00:00,Shooting,Asaka Shooting Range
189,35.7811380207295,139.58779467064903,False,Shooting,50m Rifle 3 Positions Women's Qualification,2021-07-31 04:00:00,Shooting,Asaka Shooting Range
190,35.7811380207295,139.58779467064903,False,Shooting,50m Rifle 3 Positions Women's Finals,2021-07-31 04:00:00,Shooting,Asaka Shooting Range
191,35.7811380207295,139.58779467064903,False,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 1,2021-08-01 00:30:00,Shooting,Asaka Shooting Range
192,35.7811380207295,139.58779467064903,False,Shooting,25m Rapid Fire Pistol Men's Qualification - Stage 250m Rifle 3 Position,2021-08-02 00:30:00,Shooting,Asaka Shooting Range
193,35.7811380207295,139.58779467064903,False,Shooting,Men's Qualification,2021-08-02 00:30:00,Shooting,Asaka Shooting Range
194,35.7811380207295,139.58779467064903,False,Shooting,25m Rapid Fire Pistol Men's Finals,2021-08-02 00:30:00,Shooting,Asaka Shooting Range
195,35.7811380207295,139.58779467064903,True,Shooting,25m Rapid Fire Pistol Men's Victory Ceremony,2021-08-02 00:30:00,Shooting,Asaka Shooting Range
196,35.7811380207295,139.58779467064903,False,Shooting,50m Rifle 3 Positions Men's Finals,2021-08-02 00:30:00,Shooting,Asaka Shooting Range
197,35.66516093172041,139.52508181634872,False,Badminton,Men's Singles Group Play Stage,2021-07-24 01:00:00,Badminton,Musashino Forest Sport Plaza
198,35.66516093172041,139.52508181634872,False,Badminton,Women's Singles Group Play Stage,2021-07-24 01:00:00,Badminton,Musashino Forest Sport Plaza
